,train_samples,params,perf_train_runtime,model_size,seed,train_frac,index,man_validation_samples_cpp_researcher_1,classification_report_cpp_researcher_1,macro_f1_cpp_researcher_1,roc-auc_cpp_researcher_1,perf_predict_runtime_cpp_researcher_1,timeit_runtime_cpp_researcher_1,man_validation_samples_cpp_researcher_2,classification_report_cpp_researcher_2,macro_f1_cpp_researcher_2,roc-auc_cpp_researcher_2,perf_predict_runtime_cpp_researcher_2,timeit_runtime_cpp_researcher_2
0,25000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",6.660561616998166,9.509162109375,104,25000,8,5416,"{""artifact"": {""precision"": 0.9805991440798859, ""recall"": 0.9269147788565264, ""f1-score"": 0.9530015250242616, ""support"": 3708}, ""text"": {""precision"": 0.858189429618001, ""recall"": 0.9601873536299765, ""f1-score"": 0.9063277148383531, ""support"": 1708}, ""accuracy"": 0.9374076809453471, ""macro avg"": {""precision"": 0.9193942868489435, ""recall"": 0.9435510662432515, ""f1-score"": 0.9296646199313073, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9419957850878439, ""recall"": 0.9374076809453471, ""f1-score"": 0.9382823839981295, ""support"": 5416}}",0.9296646199313073,0.9435510662432515,0.4613483230059501,0.4607515780997346,5418,"{""artifact"": {""precision"": 0.9778093883357041, ""recall"": 0.9241731648292552, ""f1-score"": 0.950235001382361, ""support"": 3719}, ""text"": {""precision"": 0.8518129269574356, ""recall"": 0.9540906415538553, ""f1-score"": 0.9000555247084953, ""support"": 1699}, ""accuracy"": 0.9335548172757475, ""macro avg"": {""precision"": 0.9148111576465698, ""recall"": 0.9391319031915553, ""f1-score"": 0.9251452630454282, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9382988700851175, ""recall"": 0.9335548172757475, ""f1-score"": 0.9344995028831181, ""support"": 5418}}",0.9251452630454282,0.9391319031915552,0.4627922430081526,0.4631760431002476
0,25000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",7.225189254997531,9.516091796875,445,25000,9,5416,"{""artifact"": {""precision"": 0.9803194523673702, ""recall"": 0.9269147788565264, ""f1-score"": 0.9528694205711117, ""support"": 3708}, ""text"": {""precision"": 0.8581151832460733, ""recall"": 0.9596018735362998, ""f1-score"": 0.9060254284134881, ""support"": 1708}, ""accuracy"": 0.9372230428360414, ""macro avg"": {""precision"": 0.9192173178067218, ""recall"": 0.9432583261964131, ""f1-score"": 0.9294474244922999, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9417808830063703, ""recall"": 0.9372230428360414, ""f1-score"": 0.9380966106366174, ""support"": 5416}}",0.9294474244922999,0.9432583261964131,0.4554069459991297,0.4564708281002822,5418,"{""artifact"": {""precision"": 0.9775184974388161, ""recall"": 0.923635385856413, ""f1-score"": 0.9498133554541683, ""support"": 3719}, ""text"": {""precision"": 0.8508403361344538, ""recall"": 0.9535020600353149, ""f1-score"": 0.8992506244796004, ""support"": 1699}, ""accuracy"": 0.9330011074197121, ""macro avg"": {""precision"": 0.914179416786635, ""recall"": 0.9385687229458639, ""f1-score"": 0.9245319899668843, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9377942087610547, ""recall"": 0.9330011074197121, ""f1-score"": 0.9339576744047421, ""support"": 5418}}",0.9245319899668843,0.9385687229458639,0.460553463010001,0.46121929159999125
0,50000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",14.487550737001584,15.5632001953125,368,50000,0,5416,"{""artifact"": {""precision"": 0.982097902097902, ""recall"": 0.9468716289104638, ""f1-score"": 0.964163119593574, ""support"": 3708}, ""text"": {""precision"": 0.892992938620315, ""recall"": 0.9625292740046838, ""f1-score"": 0.926458157227388, ""support"": 1708}, ""accuracy"": 0.9518094534711965, ""macro avg"": {""precision"": 0.9375454203591085, ""recall"": 0.9547004514575739, ""f1-score"": 0.945310638410481, ""support"": 5416}, ""weighted avg"": {""precision"": 0.953997592345369, ""recall"": 0.9518094534711965, ""f1-score"": 0.9522724113732185, ""support"": 5416}}",0.945310638410481,0.9547004514575739,0.46142075999523513,0.4623225055998773,5418,"{""artifact"": {""precision"": 0.9790736607142857, ""recall"": 0.943533207851573, ""f1-score"": 0.9609749418047377, ""support"": 3719}, ""text"": {""precision"": 0.8854961832061069, ""recall"": 0.9558563861094762, ""f1-score"": 0.9193320124540051, ""support"": 1699}, ""accuracy"": 0.9473975636766334, ""macro avg"": {""precision"": 0.9322849219601963, ""recall"": 0.9496947969805246, ""f1-score"": 0.9401534771293714, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9497292283985981, ""recall"": 0.9473975636766334, ""f1-score"": 0.9479163709359865, ""support"": 5418}}",0.9401534771293714,0.9496947969805246,0.4627164710109355,0.4633402120991377
0,50000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",14.55128280801,15.4687978515625,366,50000,1,5416,"{""artifact"": {""precision"": 0.9818688981868898, ""recall"": 0.9492988133764833, ""f1-score"": 0.9653092006033184, ""support"": 3708}, ""text"": {""precision"": 0.8973238667394866, ""recall"": 0.961943793911007, ""f1-score"": 0.9285108787793162, ""support"": 1708}, ""accuracy"": 0.9532865583456426, ""macro avg"": {""precision"": 0.9395963824631882, ""recall"": 0.9556213036437451, ""f1-score"": 0.9469100396913173, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9552066172208328, ""recall"": 0.9532865583456426, ""f1-score"": 0.953704412258526, ""support"": 5416}}",0.9469100396913173,0.9556213036437451,0.4629966860084096,0.4640548390001641,5418,"{""artifact"": {""precision"": 0.9791144527986633, ""recall"": 0.9454154342565205, ""f1-score"": 0.9619699042407661, ""support"": 3719}, ""text"": {""precision"": 0.8888888888888888, ""recall"": 0.9558563861094762, ""f1-score"": 0.9211571185479297, ""support"": 1699}, ""accuracy"": 0.9486895533407161, ""macro avg"": {""precision"": 0.934001670843776, ""recall"": 0.9506359101829984, ""f1-score"": 0.9415635113943479, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9508211281248524, ""recall"": 0.9486895533407161, ""f1-score"": 0.949171653430111, ""support"": 5418}}",0.9415635113943479,0.9506359101829984,0.4660892899992177,0.46872354289953366
0,50000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",15.436484813995776,15.38487890625,610,50000,2,5416,"{""artifact"": {""precision"": 0.9831791421362489, ""recall"": 0.9457928802588996, ""f1-score"": 0.9641237113402062, ""support"": 3708}, ""text"": {""precision"": 0.8912925905895078, ""recall"": 0.9648711943793911, ""f1-score"": 0.9266235591790836, ""support"": 1708}, ""accuracy"": 0.9518094534711965, ""macro avg"": {""precision"": 0.9372358663628784, ""recall"": 0.9553320373191454, ""f1-score"": 0.9453736352596449, ""support"": 5416}, ""weighted avg"": {""precision"": 0.954201625511095, ""recall"": 0.9518094534711965, ""f1-score"": 0.9522975924533531, ""support"": 5416}}",0.9453736352596449,0.9553320373191454,0.46464743399701547,0.4646819106012117,5418,"{""artifact"": {""precision"": 0.9812587412587412, ""recall"": 0.9432643183651519, ""f1-score"": 0.9618864820400328, ""support"": 3719}, ""text"": {""precision"": 0.8855127509495387, ""recall"": 0.9605650382577987, ""f1-score"": 0.9215132693393563, ""support"": 1699}, ""accuracy"": 0.9486895533407161, ""macro avg"": {""precision"": 0.9333857461041399, ""recall"": 0.9519146783114754, ""f1-score"": 0.9416998756896946, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9512342972692, ""recall"": 0.9486895533407161, ""f1-score"": 0.9492260744397283, ""support"": 5418}}",0.9416998756896946,0.9519146783114752,0.464775964996079,0.46439680570038033
0,50000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",17.445748270998592,15.6894755859375,111,50000,3,5416,"{""artifact"": {""precision"": 0.9826815642458101, ""recall"": 0.9487594390507011, ""f1-score"": 0.9654226125137212, ""support"": 3708}, ""text"": {""precision"": 0.8965141612200436, ""recall"": 0.9637002341920374, ""f1-score"": 0.9288939051918736, ""support"": 1708}, ""accuracy"": 0.9534711964549483, ""macro avg"": {""precision"": 0.9395978627329269, ""recall"": 0.9562298366213693, ""f1-score"": 0.9471582588527974, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9555076491113919, ""recall"": 0.9534711964549483, ""f1-score"": 0.9539028503080869, ""support"": 5416}}",0.9471582588527974,0.9562298366213694,0.46274831099435687,0.4604641477999394,5418,"{""artifact"": {""precision"": 0.9805176732535485, ""recall"": 0.9472976606614681, ""f1-score"": 0.9636214442013129, ""support"": 3719}, ""text"": {""precision"": 0.8926027397260274, ""recall"": 0.9587992937021778, ""f1-score"": 0.9245175936435868, ""support"": 1699}, ""accuracy"": 0.9509043927648578, ""macro avg"": {""precision"": 0.936560206489788, ""recall"": 0.953048477181823, ""f1-score"": 0.9440695189224498, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9529489261027073, ""recall"": 0.9509043927648578, ""f1-score"": 0.9513590887015756, ""support"": 5418}}",0.9440695189224498,0.9530484771818228,0.4655628010077635,0.46629902480053714
0,50000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",15.522415938001359,15.461283203125,125,50000,4,5416,"{""artifact"": {""precision"": 0.9832915622389307, ""recall"": 0.9522653721682848, ""f1-score"": 0.9675297986025483, ""support"": 3708}, ""text"": {""precision"": 0.903013698630137, ""recall"": 0.9648711943793911, ""f1-score"": 0.9329181998301727, ""support"": 1708}, ""accuracy"": 0.9562407680945347, ""macro avg"": {""precision"": 0.9431526304345339, ""recall"": 0.9585682832738379, ""f1-score"": 0.9502239992163605, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9579749833903671, ""recall"": 0.9562407680945347, ""f1-score"": 0.9566146193737416, ""support"": 5416}}",0.9502239992163605,0.9585682832738379,0.45824017201084644,0.4605586681005661,5418,"{""artifact"": {""precision"": 0.9808066759388039, ""recall"": 0.9481043291207314, ""f1-score"": 0.9641782882143833, ""support"": 3719}, ""text"": {""precision"": 0.8941305540318157, ""recall"": 0.9593878752207181, ""f1-score"": 0.9256104486087452, ""support"": 1699}, ""accuracy"": 0.9516426725729051, ""macro avg"": {""precision"": 0.9374686149853098, ""recall"": 0.9537461021707248, ""f1-score"": 0.9448943684115643, ""support"": 5418}, ""weighted avg"": {""precision"": 0.953626400722862, ""recall"": 0.9516426725729051, ""f1-score"": 0.9520840173598283, ""support"": 5418}}",0.9448943684115643,0.9537461021707248,0.46638518500549253,0.46408596039982514
0,50000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",14.390249608986778,15.4690869140625,998,50000,5,5416,"{""artifact"": {""precision"": 0.9837307152875175, ""recall"": 0.9457928802588996, ""f1-score"": 0.9643888354186718, ""support"": 3708}, ""text"": {""precision"": 0.8914100486223663, ""recall"": 0.9660421545667447, ""f1-score"": 0.9272267490868221, ""support"": 1708}, ""accuracy"": 0.952178729689808, ""macro avg"": {""precision"": 0.9375703819549419, ""recall"": 0.9559175174128222, ""f1-score"": 0.945807792252747, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9546162952978428, ""recall"": 0.952178729689808, ""f1-score"": 0.9526693296109172, ""support"": 5416}}",0.945807792252747,0.9559175174128222,0.4619817519997014,0.459995354100829,5418,"{""artifact"": {""precision"": 0.9812587412587412, ""recall"": 0.9432643183651519, ""f1-score"": 0.9618864820400328, ""support"": 3719}, ""text"": {""precision"": 0.8855127509495387, ""recall"": 0.9605650382577987, ""f1-score"": 0.9215132693393563, ""support"": 1699}, ""accuracy"": 0.9486895533407161, ""macro avg"": {""precision"": 0.9333857461041399, ""recall"": 0.9519146783114754, ""f1-score"": 0.9416998756896946, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9512342972692, ""recall"": 0.9486895533407161, ""f1-score"": 0.9492260744397283, ""support"": 5418}}",0.9416998756896946,0.9519146783114752,0.46328560799884144,0.463309100799961
0,50000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",170.47381858500012,15.57146875,247,50000,6,5416,"{""artifact"": {""precision"": 0.9824512534818941, ""recall"": 0.9511866235167206, ""f1-score"": 0.9665661825157578, ""support"": 3708}, ""text"": {""precision"": 0.9008762322015335, ""recall"": 0.9631147540983607, ""f1-score"": 0.9309564233163555, ""support"": 1708}, ""accuracy"": 0.9549483013293943, ""macro avg"": {""precision"": 0.9416637428417138, ""recall"": 0.9571506888075406, ""f1-score"": 0.9487613029160566, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9567256005374968, ""recall"": 0.9549483013293943, ""f1-score"": 0.9553362215274677, ""support"": 5416}}",0.9487613029160566,0.9571506888075405,0.46292027398885693,0.4646360986007494,5418,"{""artifact"": {""precision"": 0.9799888827126181, ""recall"": 0.9481043291207314, ""f1-score"": 0.9637829711630448, ""support"": 3719}, ""text"": {""precision"": 0.893956043956044, ""recall"": 0.9576221306650972, ""f1-score"": 0.9246945154873545, ""support"": 1699}, ""accuracy"": 0.9510889627168697, ""macro avg"": {""precision"": 0.936972463334331, ""recall"": 0.9528632298929143, ""f1-score"": 0.9442387433251996, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9530103310242793, ""recall"": 0.9510889627168697, ""f1-score"": 0.9515254432573604, ""support"": 5418}}",0.9442387433251996,0.9528632298929143,0.4607543890015222,0.46465255860093746
0,50000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",15.27036397899792,15.599720703125,181,50000,7,5416,"{""artifact"": {""precision"": 0.9795116474880718, ""recall"": 0.9412081984897519, ""f1-score"": 0.9599779947737588, ""support"": 3708}, ""text"": {""precision"": 0.8823529411764706, ""recall"": 0.9572599531615925, ""f1-score"": 0.9182813816343725, ""support"": 1708}, ""accuracy"": 0.9462703101920237, ""macro avg"": {""precision"": 0.9309322943322712, ""recall"": 0.9492340758256722, ""f1-score"": 0.9391296882040656, ""support"": 5416}, ""weighted avg"": {""precision"": 0.948871494168239, ""recall"": 0.9462703101920237, ""f1-score"": 0.9468284720185756, ""support"": 5416}}",0.9391296882040656,0.9492340758256721,0.4675677729974268,0.46673041220055894,5418,"{""artifact"": {""precision"": 0.9776098516652673, ""recall"": 0.9392309760688357, ""f1-score"": 0.958036204059243, ""support"": 3719}, ""text"": {""precision"": 0.8775067750677507, ""recall"": 0.9529134785167745, ""f1-score"": 0.9136568848758465, ""support"": 1699}, ""accuracy"": 0.9435215946843853, ""macro avg"": {""precision"": 0.927558313366509, ""recall"": 0.946072227292805, ""f1-score"": 0.9358465444675448, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9462190936107858, ""recall"": 0.9435215946843853, ""f1-score"": 0.944119544167661, ""support"": 5418}}",0.9358465444675448,0.9460722272928053,0.4694497740129009,0.46860437739960614
0,50000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",14.070811974001117,15.52261328125,103,50000,8,5416,"{""artifact"": {""precision"": 0.9816053511705686, ""recall"": 0.9498381877022654, ""f1-score"": 0.9654605263157894, ""support"": 3708}, ""text"": {""precision"": 0.8982494529540481, ""recall"": 0.9613583138173302, ""f1-score"": 0.9287330316742081, ""support"": 1708}, ""accuracy"": 0.9534711964549483, ""macro avg"": {""precision"": 0.9399274020623083, ""recall"": 0.9555982507597978, ""f1-score"": 0.9470967789949987, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9553180775084901, ""recall"": 0.9534711964549483, ""f1-score"": 0.9538780741651578, ""support"": 5416}}",0.9470967789949987,0.9555982507597977,0.45783007200225256,0.45702925179939485,5418,"{""artifact"": {""precision"": 0.9788300835654596, ""recall"": 0.9448776552836784, ""f1-score"": 0.9615542481871664, ""support"": 3719}, ""text"": {""precision"": 0.887855579868709, ""recall"": 0.9552678045909359, ""f1-score"": 0.9203288914091297, ""support"": 1699}, ""accuracy"": 0.9481358434846807, ""macro avg"": {""precision"": 0.9333428317170843, ""recall"": 0.9500727299373071, ""f1-score"": 0.940941569798148, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9503019030965081, ""recall"": 0.9481358434846807, ""f1-score"": 0.9486266215415621, ""support"": 5418}}",0.940941569798148,0.950072729937307,0.45798935199854895,0.46014899339934345
0,50000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",15.831218958992395,15.4099482421875,802,50000,9,5416,"{""artifact"": {""precision"": 0.9821826280623608, ""recall"": 0.9514563106796117, ""f1-score"": 0.9665753424657534, ""support"": 3708}, ""text"": {""precision"": 0.9013157894736842, ""recall"": 0.9625292740046838, ""f1-score"": 0.9309173272933182, ""support"": 1708}, ""accuracy"": 0.9549483013293943, ""macro avg"": {""precision"": 0.9417492087680225, ""recall"": 0.9569927923421477, ""f1-score"": 0.9487463348795357, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9566803089505699, ""recall"": 0.9549483013293943, ""f1-score"": 0.9553301633825704, ""support"": 5416}}",0.9487463348795357,0.9569927923421477,0.4687227609974798,0.46760361359920355,5418,"{""artifact"": {""precision"": 0.9797053099805393, ""recall"": 0.9475665501478893, ""f1-score"": 0.9633679606342263, ""support"": 3719}, ""text"": {""precision"": 0.8929159802306426, ""recall"": 0.9570335491465568, ""f1-score"": 0.9238636363636363, ""support"": 1699}, ""accuracy"": 0.9505352528608343, ""macro avg"": {""precision"": 0.9363106451055909, ""recall"": 0.952300049647223, ""f1-score"": 0.9436157984989313, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9524895345569374, ""recall"": 0.9505352528608343, ""f1-score"": 0.9509800228461621, ""support"": 5418}}",0.9436157984989313,0.9523000496472229,0.47489304799819365,0.4714296955993632
0,100000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",35.635157511991565,24.724984375,640,100000,0,5416,"{""artifact"": {""precision"": 0.980849292256453, ""recall"": 0.9530744336569579, ""f1-score"": 0.9667624128026262, ""support"": 3708}, ""text"": {""precision"": 0.9040264754550469, ""recall"": 0.9596018735362998, ""f1-score"": 0.9309855154785572, ""support"": 1708}, ""accuracy"": 0.9551329394387001, ""macro avg"": {""precision"": 0.9424378838557499, ""recall"": 0.9563381535966289, ""f1-score"": 0.9488739641405917, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9566223035015045, ""recall"": 0.9551329394387001, ""f1-score"": 0.9554797428193341, ""support"": 5416}}",0.9488739641405917,0.9563381535966288,0.4607276389870094,0.47134233660035535,5418,"{""artifact"": {""precision"": 0.9778270509977827, ""recall"": 0.9486421080935735, ""f1-score"": 0.9630135116691688, ""support"": 3719}, ""text"": {""precision"": 0.894475138121547, ""recall"": 0.9529134785167745, ""f1-score"": 0.9227700199487033, ""support"": 1699}, ""accuracy"": 0.9499815430047989, ""macro avg"": {""precision"": 0.9361510945596648, ""recall"": 0.950777793305174, ""f1-score"": 0.9428917658089361, ""support"": 5418}, ""weighted avg"": {""precision"": 0.951689195704921, ""recall"": 0.9499815430047989, ""f1-score"": 0.9503937825379265, ""support"": 5418}}",0.9428917658089361,0.950777793305174,0.4648839779983973,0.46467459890118334
0,100000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",35.22250362399791,24.324654296875,343,100000,1,5416,"{""artifact"": {""precision"": 0.9800055540127742, ""recall"": 0.9517259978425027, ""f1-score"": 0.9656587768504583, ""support"": 3708}, ""text"": {""precision"": 0.9013774104683195, ""recall"": 0.9578454332552693, ""f1-score"": 0.9287539029236447, ""support"": 1708}, ""accuracy"": 0.9536558345642541, ""macro avg"": {""precision"": 0.9406914822405469, ""recall"": 0.9547857155488859, ""f1-score"": 0.9472063398870515, ""support"": 5416}, ""weighted avg"": {""precision"": 0.955209234002817, ""recall"": 0.9536558345642541, ""f1-score"": 0.9540203860330659, ""support"": 5416}}",0.9472063398870515,0.954785715548886,0.4592513990064617,0.46327728109899907,5418,"{""artifact"": {""precision"": 0.9780859916782247, ""recall"": 0.9481043291207314, ""f1-score"": 0.9628618241398144, ""support"": 3719}, ""text"": {""precision"": 0.8935466078323221, ""recall"": 0.9535020600353149, ""f1-score"": 0.9225512528473805, ""support"": 1699}, ""accuracy"": 0.949796973052787, ""macro avg"": {""precision"": 0.9358162997552735, ""recall"": 0.9508031945780231, ""f1-score"": 0.9427065384935974, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9515757640750153, ""recall"": 0.949796973052787, ""f1-score"": 0.9502210599047008, ""support"": 5418}}",0.9427065384935974,0.9508031945780232,0.4627858910098439,0.46150945920089725
0,100000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",31.818672121007694,24.393533203125,852,100000,2,5416,"{""artifact"": {""precision"": 0.981651376146789, ""recall"": 0.9522653721682848, ""f1-score"": 0.966735112936345, ""support"": 3708}, ""text"": {""precision"": 0.902693787795492, ""recall"": 0.9613583138173302, ""f1-score"": 0.9311029203288914, ""support"": 1708}, ""accuracy"": 0.9551329394387001, ""macro avg"": {""precision"": 0.9421725819711405, ""recall"": 0.9568118429928074, ""f1-score"": 0.9489190166326182, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9567511617996666, ""recall"": 0.9551329394387001, ""f1-score"": 0.955498077306077, ""support"": 5416}}",0.9489190166326182,0.9568118429928074,0.4617382160067791,0.4635985228000209,5418,"{""artifact"": {""precision"": 0.9788947514579284, ""recall"": 0.9478354396343103, ""f1-score"": 0.9631147540983608, ""support"": 3719}, ""text"": {""precision"": 0.8932305998899285, ""recall"": 0.9552678045909359, ""f1-score"": 0.9232081911262798, ""support"": 1699}, ""accuracy"": 0.9501661129568106, ""macro avg"": {""precision"": 0.9360626756739284, ""recall"": 0.951551622112623, ""f1-score"": 0.9431614726123203, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9520318143014073, ""recall"": 0.9501661129568106, ""f1-score"": 0.9506006805491608, ""support"": 5418}}",0.9431614726123203,0.951551622112623,0.47317079598724376,0.4712188909994438
0,100000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",33.22585183000774,24.49223046875,511,100000,3,5416,"{""artifact"": {""precision"": 0.982519422863485, ""recall"": 0.9549622437971953, ""f1-score"": 0.9685448577680525, ""support"": 3708}, ""text"": {""precision"": 0.9078366445916115, ""recall"": 0.9631147540983607, ""f1-score"": 0.9346590909090909, ""support"": 1708}, ""accuracy"": 0.957533234859675, ""macro avg"": {""precision"": 0.9451780337275483, ""recall"": 0.959038498947778, ""f1-score"": 0.9516019743385717, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9589673207053683, ""recall"": 0.957533234859675, ""f1-score"": 0.9578585782637862, ""support"": 5416}}",0.9516019743385717,0.9590384989477779,0.46438001199567225,0.4692145483000786,5418,"{""artifact"": {""precision"": 0.9803324099722992, ""recall"": 0.9515998924442054, ""f1-score"": 0.965752490107791, ""support"": 3719}, ""text"": {""precision"": 0.9004424778761062, ""recall"": 0.9582107121836374, ""f1-score"": 0.9284288565725691, ""support"": 1699}, ""accuracy"": 0.953672942045035, ""macro avg"": {""precision"": 0.9403874439242027, ""recall"": 0.9549053023139213, ""f1-score"": 0.94709067334018, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9552801776667562, ""recall"": 0.953672942045035, ""f1-score"": 0.9540483828031875, ""support"": 5418}}",0.94709067334018,0.9549053023139213,0.4679597389913397,0.4670702087998507
0,100000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",35.550070080993464,24.5130205078125,894,100000,4,5416,"{""artifact"": {""precision"": 0.9835057310595471, ""recall"": 0.9487594390507011, ""f1-score"": 0.9658201784488675, ""support"": 3708}, ""text"": {""precision"": 0.8966829798803697, ""recall"": 0.9654566744730679, ""f1-score"": 0.9297998308429659, ""support"": 1708}, ""accuracy"": 0.9540251107828656, ""macro avg"": {""precision"": 0.9400943554699583, ""recall"": 0.9571080567618846, ""f1-score"": 0.9478100046459167, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9561251440924062, ""recall"": 0.9540251107828656, ""f1-score"": 0.9544607335244066, ""support"": 5416}}",0.9478100046459167,0.9571080567618845,0.4542296269937651,0.45707485839957374,5418,"{""artifact"": {""precision"": 0.980742394641362, ""recall"": 0.9448776552836784, ""f1-score"": 0.9624760339632977, ""support"": 3719}, ""text"": {""precision"": 0.888283378746594, ""recall"": 0.9593878752207181, ""f1-score"": 0.9224674589700057, ""support"": 1699}, ""accuracy"": 0.9494278331487633, ""macro avg"": {""precision"": 0.934512886693978, ""recall"": 0.9521327652521983, ""f1-score"": 0.9424717464666517, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9517486943820024, ""recall"": 0.9494278331487633, ""f1-score"": 0.9499299710408905, ""support"": 5418}}",0.9424717464666517,0.9521327652521983,0.4606157790112775,0.4604370750006638
0,100000,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}",36.087084648010205,24.4111337890625,748,100000,5,5416,"{""artifact"": {""precision"": 0.9830319888734353, ""recall"": 0.9530744336569579, ""f1-score"": 0.9678214432425031, ""support"": 3708}, ""text"": {""precision"": 0.9044481054365733, ""recall"": 0.9642857142857143, ""f1-score"": 0.9334088977047321, ""support"": 1708}, ""accuracy"": 0.9566100443131462, ""macro avg"": {""precision"": 0.9437400471550044, ""recall"": 0.9586800739713361, ""f1-score"": 0.9506151704736177, ""support"": 5416}, ""weighted avg"": {""precision"": 0.9582496268146907, ""recall"": 0.9566100443131462, ""f1-score"": 0.9569690378181099, ""support"": 5416}}",0.9506151704736177,0.9586800739713361,0.46466304300702177,0.46246581949963,5418,"{""artifact"": {""precision"": 0.9805555555555555, ""recall"": 0.9491798870664157, ""f1-score"": 0.9646126520016396, ""support"": 3719}, ""text"": {""precision"": 0.8960396039603961, ""recall"": 0.9587992937021778, ""f1-score"": 0.9263576912141029, ""support"": 1699}, ""accuracy"": 0.9521963824289406, ""macro avg"": {""precision"": 0.9382975797579758, ""recall"": 0.9539895903842968, ""f1-score"": 0.9454851716078713, ""support"": 5418}, ""weighted avg"": {""precision"": 0.9540526759394286, ""recall"": 0.9521963824289406, ""f1-score"": 0.9526164950474084, ""support"": 5418}}",0.9454851716078713,0.9539895903842966,0.4654143420048058,0.46541486989881375
