,Unnamed: 0,Unnamed: 0.1,target1,doc1,origin,Unnamed: 0,Unnamed: 0.1,target2,doc2,origin
11016,11016.0,17.0,0.0,"Detected I/O inside the event loop. This is causing stability issues. Please report issue for avri doing I/O at homeassistant/components/avri/sensor.py, line 25: each_upcoming = client.upcoming_of_each()",home-assistant_core_issues_37305,11016.0,17.0,1.0,"Detected I/O inside the event loop. This is causing stability issues. Please report issue for avri doing I/O at homeassistant/components/avri/sensor.py, line 25: each_upcoming = client.upcoming_of_each()",home-assistant_core_issues_37305
11151,11151.0,36.0,0.0,<!---,ansible_ansible_issues_32873,11151.0,36.0,1.0,<!---,ansible_ansible_issues_32873
11168,11168.0,53.0,0.0,1. ansible-vault existing_vault.yml,ansible_ansible_issues_32873,11168.0,53.0,1.0,1. ansible-vault existing_vault.yml,ansible_ansible_issues_32873
11241,11241.0,24.0,0.0,Step 44/3000 - 0.31283405731719177 steps/s,Textualize_rich_issues_304,11241.0,24.0,1.0,Step 44/3000 - 0.31283405731719177 steps/s,Textualize_rich_issues_304
11298,11298.0,1.0,1.0,install via: `conda install matplotlib -c tacaswell` (only linux-64 ATM),pandas-dev_pandas_issues_11111,11298.0,1.0,0.0,install via: `conda install matplotlib -c tacaswell` (only linux-64 ATM),pandas-dev_pandas_issues_11111
11720,11720.0,423.0,1.0,cc @TomAugspurger @sinhrks @jorisvandenbossche,pandas-dev_pandas_issues_11111,11720.0,423.0,0.0,cc @TomAugspurger @sinhrks @jorisvandenbossche ,pandas-dev_pandas_issues_11111
11721,11721.0,424.0,1.0,cc @tacaswell,pandas-dev_pandas_issues_11111,11721.0,424.0,0.0,cc @tacaswell,pandas-dev_pandas_issues_11111
11900,11900.0,22.0,1.0,**Traceback (if applicable):**,home-assistant_core_issues_2014,11900.0,22.0,0.0,**Traceback (if applicable):**,home-assistant_core_issues_2014
11916,11916.0,7.0,1.0,`--pypi-mirror` should be treated as an extension to `project.sources`,pypa_pipenv_issues_4199,11916.0,7.0,0.0,`--pypi-mirror` should be treated as an extension to `project.sources`,pypa_pipenv_issues_4199
12024,12024.0,115.0,0.0,Contents of `Pipfile` ('/Users/tianyizhuang/Projects/dapeng/Pipfile'):,pypa_pipenv_issues_4199,12024.0,115.0,1.0,Contents of `Pipfile` ('/Users/tianyizhuang/Projects/dapeng/Pipfile'):,pypa_pipenv_issues_4199
12051,12051.0,142.0,0.0,Contents of `Pipfile.lock` ('/Users/tianyizhuang/Projects/dapeng/Pipfile.lock'):,pypa_pipenv_issues_4199,12051.0,142.0,1.0,Contents of `Pipfile.lock` ('/Users/tianyizhuang/Projects/dapeng/Pipfile.lock'):,pypa_pipenv_issues_4199
12356,12356.0,3.0,0.0,# TODO: Update this line to work with batch > 1. Right now it assumes all,keras-team_keras_issues_10011,12356.0,3.0,1.0,# TODO: Update this line to work with batch > 1. Right now it assumes all,keras-team_keras_issues_10011
12357,12357.0,4.0,0.0,#       images in a batch have the same active_class_ids,keras-team_keras_issues_10011,12357.0,4.0,1.0,#       images in a batch have the same active_class_ids,keras-team_keras_issues_10011
12388,12388.0,27.0,1.0,"**the model is still trainable, although it now expects compressed representations as targets:**",keras-team_keras_issues_1633,12388.0,27.0,0.0,"**the model is still trainable, although it now expects compressed representations as targets:**",keras-team_keras_issues_1633
12402,12402.0,41.0,1.0,"**input shape: (nb_samples, 32)**",keras-team_keras_issues_1633,12402.0,41.0,0.0,"**input shape: (nb_samples, 32)**",keras-team_keras_issues_1633
12445,12445.0,10.0,0.0,nxos_l3_interface,ansible_ansible_issues_41491,12445.0,10.0,1.0,nxos_l3_interface,ansible_ansible_issues_41491
12474,12474.0,39.0,0.0,<!--- Paste example playbooks or commands between quotes below -->,ansible_ansible_issues_41491,12474.0,39.0,1.0,<!--- Paste example playbooks or commands between quotes below -->,ansible_ansible_issues_41491
12592,12592.0,7.0,1.0,-->,home-assistant_core_issues_19191,12592.0,7.0,0.0,-->,home-assistant_core_issues_19191
12884,12884.0,9.0,1.0,-->,home-assistant_core_issues_23948,12884.0,9.0,0.0,-->,home-assistant_core_issues_23948
12894,12894.0,19.0,0.0,venv,home-assistant_core_issues_23948,12894.0,19.0,1.0,venv,home-assistant_core_issues_23948
12953,12953.0,18.0,1.0," albert, bert, GPT2, XLM: @LysandreJik ",huggingface_transformers_issues_9146,12953.0,18.0,0.0," albert, bert, GPT2, XLM: @LysandreJik ",huggingface_transformers_issues_9146
12954,12954.0,19.0,1.0, tokenizers: @mfuntowicz,huggingface_transformers_issues_9146,12954.0,19.0,0.0, tokenizers: @mfuntowicz,huggingface_transformers_issues_9146
12955,12955.0,20.0,1.0, Trainer: @sgugger,huggingface_transformers_issues_9146,12955.0,20.0,0.0, Trainer: @sgugger,huggingface_transformers_issues_9146
12956,12956.0,21.0,1.0, Speed and Memory Benchmarks: @patrickvonplaten,huggingface_transformers_issues_9146,12956.0,21.0,0.0, Speed and Memory Benchmarks: @patrickvonplaten,huggingface_transformers_issues_9146
12957,12957.0,22.0,1.0, Model Cards: @julien-c,huggingface_transformers_issues_9146,12957.0,22.0,0.0, Model Cards: @julien-c,huggingface_transformers_issues_9146
12958,12958.0,23.0,1.0, TextGeneration: @TevenLeScao,huggingface_transformers_issues_9146,12958.0,23.0,0.0, TextGeneration: @TevenLeScao ,huggingface_transformers_issues_9146
12959,12959.0,24.0,1.0, examples/distillation: @VictorSanh,huggingface_transformers_issues_9146,12959.0,24.0,0.0, examples/distillation: @VictorSanh,huggingface_transformers_issues_9146
12960,12960.0,25.0,1.0, nlp datasets: [different repo](https://github.com/huggingface/nlp),huggingface_transformers_issues_9146,12960.0,25.0,0.0, nlp datasets: [different repo](https://github.com/huggingface/nlp),huggingface_transformers_issues_9146
12961,12961.0,26.0,1.0, rust tokenizers: [different repo](https://github.com/huggingface/tokenizers),huggingface_transformers_issues_9146,12961.0,26.0,0.0, rust tokenizers: [different repo](https://github.com/huggingface/tokenizers),huggingface_transformers_issues_9146
12962,12962.0,27.0,1.0, Text Generation: @patrickvonplaten @TevenLeScao,huggingface_transformers_issues_9146,12962.0,27.0,0.0, Text Generation: @patrickvonplaten @TevenLeScao,huggingface_transformers_issues_9146
12963,12963.0,28.0,1.0, Blenderbot: @patrickvonplaten,huggingface_transformers_issues_9146,12963.0,28.0,0.0, Blenderbot: @patrickvonplaten,huggingface_transformers_issues_9146
12964,12964.0,29.0,1.0, Bart: @patrickvonplaten,huggingface_transformers_issues_9146,12964.0,29.0,0.0, Bart: @patrickvonplaten,huggingface_transformers_issues_9146
12965,12965.0,30.0,1.0, Marian: @patrickvonplaten,huggingface_transformers_issues_9146,12965.0,30.0,0.0, Marian: @patrickvonplaten,huggingface_transformers_issues_9146
12966,12966.0,31.0,1.0, Pegasus: @patrickvonplaten,huggingface_transformers_issues_9146,12966.0,31.0,0.0, Pegasus: @patrickvonplaten,huggingface_transformers_issues_9146
12967,12967.0,32.0,1.0, mBART: @patrickvonplaten,huggingface_transformers_issues_9146,12967.0,32.0,0.0, mBART: @patrickvonplaten,huggingface_transformers_issues_9146
12968,12968.0,33.0,1.0, T5: @patrickvonplaten,huggingface_transformers_issues_9146,12968.0,33.0,0.0, T5: @patrickvonplaten,huggingface_transformers_issues_9146
12969,12969.0,34.0,1.0, Longformer/Reformer: @patrickvonplaten,huggingface_transformers_issues_9146,12969.0,34.0,0.0, Longformer/Reformer: @patrickvonplaten,huggingface_transformers_issues_9146
12970,12970.0,35.0,1.0, TransfoXL/XLNet: @TevenLeScao,huggingface_transformers_issues_9146,12970.0,35.0,0.0, TransfoXL/XLNet: @TevenLeScao,huggingface_transformers_issues_9146
12971,12971.0,36.0,1.0," RAG: @patrickvonplaten, @lhoestq",huggingface_transformers_issues_9146,12971.0,36.0,0.0," RAG: @patrickvonplaten, @lhoestq",huggingface_transformers_issues_9146
12972,12972.0,37.0,1.0, FSMT: @stas00,huggingface_transformers_issues_9146,12972.0,37.0,0.0, FSMT: @stas00,huggingface_transformers_issues_9146
12973,12973.0,38.0,1.0, examples/seq2seq: @patil-suraj,huggingface_transformers_issues_9146,12973.0,38.0,0.0, examples/seq2seq: @patil-suraj,huggingface_transformers_issues_9146
12974,12974.0,39.0,1.0, examples/bert-loses-patience: @JetRunner,huggingface_transformers_issues_9146,12974.0,39.0,0.0, examples/bert-loses-patience: @JetRunner,huggingface_transformers_issues_9146
12975,12975.0,40.0,1.0, tensorflow: @jplu,huggingface_transformers_issues_9146,12975.0,40.0,0.0, tensorflow: @jplu,huggingface_transformers_issues_9146
12976,12976.0,41.0,1.0, examples/token-classification: @stefan-it,huggingface_transformers_issues_9146,12976.0,41.0,0.0, examples/token-classification: @stefan-it,huggingface_transformers_issues_9146
12977,12977.0,42.0,1.0, documentation: @sgugger,huggingface_transformers_issues_9146,12977.0,42.0,0.0, documentation: @sgugger,huggingface_transformers_issues_9146
12978,12978.0,43.0,1.0, -->,huggingface_transformers_issues_9146,12978.0,43.0,0.0, -->,huggingface_transformers_issues_9146
12980,12980.0,45.0,1.0,@sgugger,huggingface_transformers_issues_9146,12980.0,45.0,0.0,@sgugger,huggingface_transformers_issues_9146
13031,13031.0,96.0,0.0,2. Run `python run_glue.py --model_name_or_path roberta-large --do_train --do_eval --per_gpu_train_batch_size 8 --output_dir hypersearch-0 --task_name sst2 --evaluation_strategy steps --eval_steps 20 --logging_steps 10`,huggingface_transformers_issues_9146,13031.0,96.0,1.0,2. Run `python run_glue.py --model_name_or_path roberta-large --do_train --do_eval --per_gpu_train_batch_size 8 --output_dir hypersearch-0 --task_name sst2 --evaluation_strategy steps --eval_steps 20 --logging_steps 10`,huggingface_transformers_issues_9146
13171,13171.0,6.0,0.0,**Error running query: <type 'exceptions.ImportError'> No module named pyspark.sql**,getredash_redash_issues_1631,13171.0,6.0,1.0,**Error running query: <type 'exceptions.ImportError'> No module named pyspark.sql**,getredash_redash_issues_1631
