,train_samples,test_samples,params,classification_report,macro_f1,roc-auc,perf_runtime,timeit_runtime,perf_train_runtime
0,2819,1576,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.93      0.93      0.93       782
        text       0.93      0.93      0.93       794

    accuracy                           0.93      1576
   macro avg       0.93      0.93      0.93      1576
weighted avg       0.93      0.93      0.93      1576
",0.9321043847976502,0.9321171574532781,0.12680828500015195,0.12225272609939566,0.5851710060014739
0,2819,1594,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.92      0.94      0.93       806
        text       0.94      0.92      0.93       788

    accuracy                           0.93      1594
   macro avg       0.93      0.93      0.93      1594
weighted avg       0.93      0.93      0.93      1594
",0.9278196542698862,0.9277248050786614,0.11797141099668806,0.12254595769991283,0.5886537990008947
0,2819,1582,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.92      0.95      0.93       769
        text       0.95      0.92      0.93       813

    accuracy                           0.93      1582
   macro avg       0.93      0.93      0.93      1582
weighted avg       0.93      0.93      0.93      1582
",0.9310899337945774,0.9314863954881422,0.1264363919981406,0.12530999230002635,0.5710044450024725
0,2819,1591,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.94      0.92      0.93       794
        text       0.92      0.94      0.93       797

    accuracy                           0.93      1591
   macro avg       0.93      0.93      0.93      1591
weighted avg       0.93      0.93      0.93      1591
",0.9314740358911846,0.9314644969011627,0.12189724999916507,0.12308965629999875,0.5663622499996563
0,2819,1597,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.92      0.94      0.93       786
        text       0.94      0.92      0.93       811

    accuracy                           0.93      1597
   macro avg       0.93      0.93      0.93      1597
weighted avg       0.93      0.93      0.93      1597
",0.9279859151892058,0.9280997919823797,0.11589330199785763,0.11752996639988851,0.5914286319966777
0,2819,1569,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.93      0.93      0.93       784
        text       0.93      0.93      0.93       785

    accuracy                           0.93      1569
   macro avg       0.93      0.93      0.93      1569
weighted avg       0.93      0.93      0.93      1569
",0.9298909387521652,0.9298940595346419,0.11945214300067164,0.12160973380014184,0.5730163000043831
0,2819,1604,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.92      0.95      0.93       793
        text       0.95      0.91      0.93       811

    accuracy                           0.93      1604
   macro avg       0.93      0.93      0.93      1604
weighted avg       0.93      0.93      0.93      1604
",0.9320404237347758,0.9322532392714922,0.12049426200246671,0.12316706480050925,0.5835970370026189
0,2819,1574,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.93      0.93      0.93       789
        text       0.93      0.93      0.93       785

    accuracy                           0.93      1574
   macro avg       0.93      0.93      0.93      1574
weighted avg       0.93      0.93      0.93      1574
",0.9307474181549571,0.9307411623194723,0.11845552900194889,0.12576133300026412,0.5866083880027873
0,2819,1597,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.93      0.93      0.93       809
        text       0.93      0.93      0.93       788

    accuracy                           0.93      1597
   macro avg       0.93      0.93      0.93      1597
weighted avg       0.93      0.93      0.93      1597
",0.9311130456605964,0.9311418809961538,0.1280676440001116,0.1260288898993167,0.6201526199947693
0,2819,1612,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.93      0.93      0.93       821
        text       0.92      0.93      0.93       791

    accuracy                           0.93      1612
   macro avg       0.93      0.93      0.93      1612
weighted avg       0.93      0.93      0.93      1612
",0.9273989872258032,0.9274288547622384,0.12441196299914736,0.1251934339001309,0.5982639339999878
0,2819,1594,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.93      0.93      0.93       790
        text       0.93      0.93      0.93       804

    accuracy                           0.93      1594
   macro avg       0.93      0.93      0.93      1594
weighted avg       0.93      0.93      0.93      1594
",0.930985893318219,0.930985893318219,0.12166902899480192,0.12209167389955837,0.5823516360032954
0,2819,1567,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.94      0.93      0.93       779
        text       0.93      0.94      0.93       788

    accuracy                           0.93      1567
   macro avg       0.93      0.93      0.93      1567
weighted avg       0.93      0.93      0.93      1567
",0.9342654494582228,0.934256139916462,0.12251750499854097,0.1216933967996738,0.5688734390059835
0,2819,1605,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.93      0.92      0.93       800
        text       0.92      0.94      0.93       805

    accuracy                           0.93      1605
   macro avg       0.93      0.93      0.93      1605
weighted avg       0.93      0.93      0.93      1605
",0.9289657582110411,0.9289518633540372,0.15615795999474358,0.12332429579983,0.599647486997128
0,2819,1604,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.91      0.94      0.93       805
        text       0.94      0.91      0.93       799

    accuracy                           0.93      1604
   macro avg       0.93      0.93      0.93      1604
weighted avg       0.93      0.93      0.93      1604
",0.9270264689836829,0.9269933690404932,0.12445540999760851,0.12554846919956617,0.5492840890001389
0,2819,1574,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.93      0.92      0.93       785
        text       0.92      0.94      0.93       789

    accuracy                           0.93      1574
   macro avg       0.93      0.93      0.93      1574
weighted avg       0.93      0.93      0.93      1574
",0.9262927749286278,0.9262793344796687,0.11860947599780047,0.11964276389990118,0.5855102330024238
0,2819,1564,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.92      0.93      0.92       770
        text       0.93      0.92      0.92       794

    accuracy                           0.92      1564
   macro avg       0.92      0.92      0.92      1564
weighted avg       0.92      0.92      0.92      1564
",0.92262892555665,0.9227240014393666,0.11711890500009758,0.11880292450005073,0.5500415209971834
0,2819,1595,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.92      0.89      0.91       802
        text       0.89      0.93      0.91       793

    accuracy                           0.91      1595
   macro avg       0.91      0.91      0.91      1595
weighted avg       0.91      0.91      0.91      1595
",0.9084509589316828,0.9085600940901215,0.12074525599746266,0.12232138920007855,0.531189377004921
0,2819,1611,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.92      0.93      0.92       806
        text       0.93      0.92      0.92       805

    accuracy                           0.92      1611
   macro avg       0.92      0.92      0.92      1611
weighted avg       0.92      0.92      0.92      1611
",0.9230255856966707,0.923025291678868,0.13738975800515618,0.12646622239990393,0.5680323810011032
0,2819,1587,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.92      0.93      0.92       793
        text       0.93      0.91      0.92       794

    accuracy                           0.92      1587
   macro avg       0.92      0.92      0.92      1587
weighted avg       0.92      0.92      0.92      1587
",0.9206023614168501,0.9206088539201642,0.1189357250041212,0.12182847099975333,0.5880890849948628
0,2819,1607,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.90      0.93      0.92       798
        text       0.93      0.90      0.92       809

    accuracy                           0.92      1607
   macro avg       0.92      0.92      0.92      1607
weighted avg       0.92      0.92      0.92      1607
",0.9166093529748903,0.9167131363637772,0.12017813100101193,0.12259473590020206,0.5583704349992331
0,2819,1588,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.92      0.93      0.93       788
        text       0.93      0.93      0.93       800

    accuracy                           0.93      1588
   macro avg       0.93      0.93      0.93      1588
weighted avg       0.93      0.93      0.93      1588
",0.9275804567959249,0.9276015228426396,0.12131194600078743,0.12534282289998372,0.5453326019996894
0,2819,1589,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.92      0.94      0.93       795
        text       0.94      0.92      0.93       794

    accuracy                           0.93      1589
   macro avg       0.93      0.93      0.93      1589
weighted avg       0.93      0.93      0.93      1589
",0.9263593357672532,0.9263620233512349,0.12451965400396148,0.12485018599982141,0.5497956930048531
0,2819,1596,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.91      0.95      0.93       800
        text       0.94      0.91      0.93       796

    accuracy                           0.93      1596
   macro avg       0.93      0.93      0.93      1596
weighted avg       0.93      0.93      0.93      1596
",0.9279140435649911,0.9278988693467337,0.12121688699699007,0.12453625260022819,0.5588439329949324
0,2819,1583,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.93      0.93      0.93       783
        text       0.93      0.93      0.93       800

    accuracy                           0.93      1583
   macro avg       0.93      0.93      0.93      1583
weighted avg       0.93      0.93      0.93      1583
",0.9279744628677069,0.9279629629629631,0.1237382190010976,0.12334528280043741,0.5667918219987769
0,2819,1578,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.93      0.93      0.93       792
        text       0.93      0.92      0.93       786

    accuracy                           0.93      1578
   macro avg       0.93      0.93      0.93      1578
weighted avg       0.93      0.93      0.93      1578
",0.9271205697342533,0.9271146580306885,0.15325182700325968,0.12304638540008454,0.5781710509982076
0,2819,1588,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.92      0.95      0.93       790
        text       0.95      0.92      0.93       798

    accuracy                           0.93      1588
   macro avg       0.93      0.93      0.93      1588
weighted avg       0.93      0.93      0.93      1588
",0.9326119244642479,0.9326972494527458,0.11789992600097321,0.11892925610009115,0.5945445479956106
0,2819,1606,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.93      0.94      0.93       801
        text       0.94      0.93      0.93       805

    accuracy                           0.93      1606
   macro avg       0.93      0.93      0.93      1606
weighted avg       0.93      0.93      0.93      1606
",0.93337461185076,0.9333852870247594,0.11974155999632785,0.11773265939991688,0.5710421619951376
0,2819,1568,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.91      0.93      0.92       782
        text       0.92      0.91      0.92       786

    accuracy                           0.92      1568
   macro avg       0.92      0.92      0.92      1568
weighted avg       0.92      0.92      0.92      1568
",0.9177268813276807,0.9177502066209822,0.11770164700283203,0.11751440269945305,0.5677560429976438
0,2819,1562,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.93      0.92      0.93       793
        text       0.92      0.93      0.93       769

    accuracy                           0.93      1562
   macro avg       0.93      0.93      0.93      1562
weighted avg       0.93      0.93      0.93      1562
",0.9263677187027961,0.9264279283785136,0.11746101400058251,0.11682824230010738,0.5749784049985465
0,2819,1622,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.94      0.92      0.93       818
        text       0.92      0.94      0.93       804

    accuracy                           0.93      1622
   macro avg       0.93      0.93      0.93      1622
weighted avg       0.93      0.93      0.93      1622
",0.9284832451499117,0.9285418871413106,0.12213695100217592,0.1263888515000872,0.5971335599970189
0,2819,1562,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.92      0.94      0.93       776
        text       0.94      0.92      0.93       786

    accuracy                           0.93      1562
   macro avg       0.93      0.93      0.93      1562
weighted avg       0.93      0.93      0.93      1562
",0.9302176410531333,0.9302598961202487,0.12165604799520224,0.12448584560042945,0.5826944809959969
0,2819,1594,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.95      0.93      0.94       805
        text       0.93      0.95      0.94       789

    accuracy                           0.94      1594
   macro avg       0.94      0.94      0.94      1594
weighted avg       0.94      0.94      0.94      1594
",0.9391465849504906,0.9392603263821646,0.12478135300625581,0.12303844409980229,0.5969643780044862
0,2819,1592,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.91      0.95      0.93       807
        text       0.95      0.91      0.93       785

    accuracy                           0.93      1592
   macro avg       0.93      0.93      0.93      1592
weighted avg       0.93      0.93      0.93      1592
",0.9301868865347274,0.9299591946266348,0.12212810599885415,0.12249081570043927,0.5414134839957114
0,2819,1605,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.92      0.93      0.92       797
        text       0.93      0.92      0.92       808

    accuracy                           0.92      1605
   macro avg       0.92      0.92      0.92      1605
weighted avg       0.92      0.92      0.92      1605
",0.9227406832298136,0.9227634259661851,0.13016483499814058,0.1271273966995068,0.5880170500022359
0,2819,1589,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.93      0.92      0.93       789
        text       0.93      0.93      0.93       800

    accuracy                           0.93      1589
   macro avg       0.93      0.93      0.93      1589
weighted avg       0.93      0.93      0.93      1589
",0.9282485526603481,0.9282271863117871,0.12723511100193718,0.12827949769998667,0.6011313359995256
0,2819,1605,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.92      0.94      0.93       820
        text       0.94      0.91      0.92       785

    accuracy                           0.93      1605
   macro avg       0.93      0.93      0.93      1605
weighted avg       0.93      0.93      0.93      1605
",0.927013952020472,0.9267826627310859,0.12909524400311057,0.12621218689964736,0.6791620959993452
0,2819,1576,"{'charrep__repl_all_caps': False, 'vect__ngram_range': (1, 3), 'vect__stop_words': None, 'vect__lowercase': False}","              precision    recall  f1-score   support

    artifact       0.92      0.93      0.93       796
        text       0.93      0.91      0.92       780

    accuracy                           0.92      1576
   macro avg       0.92      0.92      0.92      1576
weighted avg       0.92      0.92      0.92      1576
",0.9244631597601914,0.9243879654683675,0.12592398199922172,0.1253550355999323,0.5827808779940824
